name,age,last_login,watch_time,preferred_category,email
김춘자,19,2025-04-28,130,다큐멘터리,yeongja07@example.com
김지은,23,2025-04-20,157,드라마,jeongnam71@example.org
우시우,28,2025-04-07,229,애니메이션,yeonghwan69@example.net
박지훈,28,2025-04-01,235,애니메이션,wseo@example.net
류옥순,56,2025-04-06,75,예능,minsuo@example.com
고중수,29,2025-04-27,118,드라마,gimjiyeon@example.org
김예원,30,2025-04-22,181,드라마,yeweon45@example.com
윤미정,21,2025-04-10,225,다큐멘터리,gimmyeongsug@example.com
문영환,29,2025-04-09,74,드라마,jeongho41@example.com
김준혁,41,2025-04-13,75,애니메이션,jiminyun@example.net
윤영일,52,2025-04-03,62,다큐멘터리,bagseongmin@example.org
김선영,60,2025-04-17,24,드라마,yeeun46@example.com
박서윤,37,2025-04-02,216,드라마,yeongsug96@example.net
박정남,21,2025-04-08,111,애니메이션,boram99@example.com
김도윤,24,2025-04-21,98,애니메이션,sunog44@example.net
손수진,57,2025-04-30,143,영화,misuggim@example.org
송은영,43,2025-04-20,167,드라마,yeongsun07@example.com
이성훈,44,2025-04-13,232,다큐멘터리,coehyejin@example.org
오정수,48,2025-04-12,184,다큐멘터리,qbaeg@example.com
홍지현,36,2025-04-22,27,애니메이션,jaehyeonbag@example.net
송정훈,19,2025-04-11,123,애니메이션,hayunbae@example.net
이정호,61,2025-04-17,24,드라마,jihu55@example.com
박미영,31,2025-04-08,244,예능,munseoyun@example.net
손영일,45,2025-04-09,43,애니메이션,abag@example.org
김혜진,65,2025-04-05,114,영화,jungsu97@example.org
오종수,64,2025-04-01,156,영화,li@example.com
김수민,42,2025-04-29,225,애니메이션,seoyeonggim@example.org
이시우,56,2025-04-28,75,드라마,yca@example.org
김성호,46,2025-04-17,8,다큐멘터리,sonyujin@example.net
장재현,24,2025-04-07,181,예능,yeongsigyang@example.com
