name,age,last_login,watch_time,preferred_category,email
김현숙,29,2025-04-02,100,예능,seonghun81@yu.com
송은경,59,2025-04-14,123,다큐멘터리,xcoe@hanmail.net
성예원,44,2025-04-14,102,영화,bagyeongho@live.com
지정숙,34,2025-04-18,87,드라마,jungsu58@yu.org
최민준,60,2025-04-06,153,애니메이션,yeongsu94@hotmail.com
장하은,52,2025-04-19,49,드라마,yeongilgim@naver.com
김상호,54,2025-04-19,112,애니메이션,eunseogim@daum.net
장은영,28,2025-04-24,127,다큐멘터리,ui@baeyangcoe.com
나지훈,52,2025-04-11,30,예능,kgim@hotmail.com
안영수,48,2025-04-22,104,예능,junhyeog27@yuhanhoesa.kr
이은영,52,2025-04-02,145,애니메이션,minjigim@dreamwiz.com
이보람,39,2025-04-10,181,다큐멘터리,jihugweon@nate.com
이보람,50,2025-04-18,192,영화,eunjio@yuhanhoesa.com
성민재,24,2025-04-03,61,드라마,jihungim@ani.kr
김미숙,37,2025-04-22,174,드라마,gimyeongceol@yuhanhoesa.kr
김경자,36,2025-04-19,71,예능,jia93@yu.net
황예원,31,2025-04-28,113,애니메이션,dgang@jusighoesa.com
강승민,63,2025-04-28,194,다큐멘터리,gimyeongsig@yuno.kr
이영희,52,2025-04-23,151,영화,li@gmail.com
김상훈,48,2025-04-03,192,드라마,seonghogim@yuhanhoesa.org
김은정,23,2025-04-04,219,다큐멘터리,pi@baggim.kr
김정숙,22,2025-04-05,55,애니메이션,ibag@naver.com
김현정,55,2025-04-05,35,다큐멘터리,ogang@bagyuni.com
김동현,20,2025-04-13,239,드라마,jungsu24@gmail.com
송준혁,63,2025-04-05,132,예능,gyeongsug07@dreamwiz.com
권주원,35,2025-04-03,56,다큐멘터리,coeseungmin@igimseo.kr
김미경,27,2025-04-26,199,예능,ujin84@gimgimgim.com
강수민,49,2025-04-11,188,영화,jeongsugim@gmail.com
김서준,58,2025-04-30,225,애니메이션,gimseongjin@dreamwiz.com
이주원,28,2025-04-25,193,예능,gyeongsug05@daum.net
곽명숙,55,2025-04-29,73,드라마,jeongseonghun@naver.com
류미영,41,2025-04-17,92,애니메이션,chwang@ju.net
박현지,19,2025-04-03,141,영화,tjang@nate.com
서정호,40,2025-04-25,213,애니메이션,gyeonghyi43@sonmun.com
김영희,40,2025-04-30,225,다큐멘터리,eunjeongcoe@angimgim.org
한민지,65,2025-04-14,122,다큐멘터리,seonghyeongim@nameom.net
이민재,60,2025-04-24,171,영화,myeongsugi@songbag.com
이정웅,22,2025-04-10,127,예능,bagjinu@naver.com
박윤서,28,2025-04-30,98,애니메이션,yejin49@hotmail.com
김성민,29,2025-04-06,249,영화,hyeonu86@hotmail.com
강아름,34,2025-04-06,235,애니메이션,yeji86@yuhanhoesa.com
이은주,54,2025-04-23,194,예능,bagminjae@jusighoesa.com
김경수,60,2025-04-18,124,영화,sbag@naver.com
김정웅,58,2025-04-23,116,영화,areumnam@yuhanhoesa.kr
안명숙,34,2025-04-24,83,드라마,seojeongsun@daum.net
성미숙,43,2025-04-04,185,애니메이션,hgim@jusighoesa.kr
김재현,52,2025-04-13,94,영화,bhan@daum.net
김승민,44,2025-04-06,110,다큐멘터리,mijeongjo@nate.com
최혜진,56,2025-04-05,45,드라마,bgweon@nate.com
최서영,18,2025-04-26,213,애니메이션,hyeonsug76@gmail.com
나은서,56,2025-04-30,82,영화,geonu33@gimryu.net
허옥순,62,2025-04-13,76,드라마,gimjongsu@yu.kr
김성민,35,2025-04-10,133,다큐멘터리,yejino@dreamwiz.com
류정수,47,2025-04-09,58,다큐멘터리,dohyeon96@ju.kr
문준호,61,2025-04-26,198,예능,gangsugja@yu.com
김명숙,18,2025-04-14,103,예능,kgweon@daum.net
이승민,63,2025-04-24,119,다큐멘터리,minjun90@iii.net
김영호,40,2025-04-01,112,예능,myun@hanmail.net
이시우,43,2025-04-11,140,다큐멘터리,jangjihun@gimi.net
이현준,18,2025-04-29,17,애니메이션,jinhoyu@hanmail.net
이정훈,42,2025-04-16,198,영화,seoyeongjin@yu.net
이예은,48,2025-04-23,12,영화,ogsungim@naver.com
강혜진,25,2025-04-17,42,영화,qcoe@yu.kr
박진우,37,2025-04-24,165,애니메이션,qjang@mungim.org
이현지,27,2025-04-29,131,애니메이션,gyeonghyi98@jusighoesa.net
김영진,21,2025-04-04,107,예능,ki@gmail.com
이재현,51,2025-04-19,172,다큐멘터리,eunji46@yu.com
이진호,43,2025-04-06,77,드라마,jgim@jubaegi.kr
윤영환,56,2025-04-29,151,드라마,jeongnamhan@yuhanhoesa.org
남지훈,63,2025-04-19,221,드라마,coehayun@daum.net
홍민재,64,2025-04-16,101,애니메이션,jiyeong66@bagsim.net
이지영,34,2025-04-11,58,애니메이션,seungmingweon@jogang.kr
임성호,30,2025-04-16,145,드라마,myeongjajo@nate.com
이영수,57,2025-04-13,227,드라마,yeongsigi@yu.com
김현숙,30,2025-04-23,195,다큐멘터리,dim@hanmail.net
